id,region,province,sex,value,year
1811,ตะวันออกเฉียงเหนือ,ชัยภูมิ,ชาย,549316,2566
1812,ตะวันออกเฉียงเหนือ,อำนาจเจริญ,ชาย,185901,2566
1813,ตะวันออกเฉียงเหนือ,บึงกาฬ,ชาย,210323,2566
1814,ตะวันออกเฉียงเหนือ,หนองบัวลำภู,ชาย,252346,2566
1815,ตะวันออกเฉียงเหนือ,ขอนแก่น,ชาย,871591,2566
1816,ตะวันออกเฉียงเหนือ,อุดรธานี,ชาย,765895,2566
1817,ตะวันออกเฉียงเหนือ,เลย,ชาย,316699,2566
1818,ตะวันออกเฉียงเหนือ,หนองคาย,ชาย,252640,2566
1819,ตะวันออกเฉียงเหนือ,มหาสารคาม,ชาย,460944,2566
1820,ตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ชาย,636287,2566
1821,ตะวันออกเฉียงเหนือ,กาฬสินธุ์,ชาย,478166,2566
1822,ตะวันออกเฉียงเหนือ,สกลนคร,ชาย,567183,2566
1823,ตะวันออกเฉียงเหนือ,นครพนม,ชาย,355358,2566
1824,ตะวันออกเฉียงเหนือ,มุกดาหาร,ชาย,174096,2566
1825,ตะวันออกเฉียงเหนือ,นครราชสีมา,หญิง,1337523,2566
1826,ตะวันออกเฉียงเหนือ,บุรีรัมย์,หญิง,794083,2566
1827,ตะวันออกเฉียงเหนือ,สุรินทร์,หญิง,688888,2566
1828,ตะวันออกเฉียงเหนือ,ศรีสะเกษ,หญิง,729238,2566
1829,ตะวันออกเฉียงเหนือ,อุบลราชธานี,หญิง,932544,2566
1830,ตะวันออกเฉียงเหนือ,ยโสธร,หญิง,266107,2566
1831,ตะวันออกเฉียงเหนือ,ชัยภูมิ,หญิง,565060,2566
1832,ตะวันออกเฉียงเหนือ,อำนาจเจริญ,หญิง,188085,2566
1833,ตะวันออกเฉียงเหนือ,บึงกาฬ,หญิง,209928,2566
1834,ตะวันออกเฉียงเหนือ,หนองบัวลำภู,หญิง,254554,2566
1835,ตะวันออกเฉียงเหนือ,ขอนแก่น,หญิง,906619,2566
1836,ตะวันออกเฉียงเหนือ,อุดรธานี,หญิง,787114,2566
1837,ตะวันออกเฉียงเหนือ,เลย,หญิง,315485,2566
1838,ตะวันออกเฉียงเหนือ,หนองคาย,หญิง,257378,2566
1839,ตะวันออกเฉียงเหนือ,มหาสารคาม,หญิง,479499,2566
1840,ตะวันออกเฉียงเหนือ,ร้อยเอ็ด,หญิง,650419,2566
1841,ตะวันออกเฉียงเหนือ,กาฬสินธุ์,หญิง,490930,2566
1842,ตะวันออกเฉียงเหนือ,สกลนคร,หญิง,575557,2566
1843,ตะวันออกเฉียงเหนือ,นครพนม,หญิง,358382,2566
1844,ตะวันออกเฉียงเหนือ,มุกดาหาร,หญิง,174320,2566
1845,ใต้,นครศรีธรรมราช,ชาย,760124,2566
1846,ใต้,กระบี่,ชาย,237685,2566
1847,ใต้,พังงา,ชาย,131359,2566
1848,ใต้,ภูเก็ต,ชาย,192144,2566
1849,ใต้,สุราษฎร์ธานี,ชาย,522785,2566
1850,ใต้,ระนอง,ชาย,90197,2566
1851,ใต้,ชุมพร,ชาย,248970,2566
1852,ใต้,สงขลา,ชาย,691389,2566
1853,ใต้,สตูล,ชาย,161661,2566
1854,ใต้,ตรัง,ชาย,310796,2566
1855,ใต้,พัทลุง,ชาย,253324,2566
1856,ใต้,ปัตตานี,ชาย,362524,2566
1857,ใต้,ยะลา,ชาย,271592,2566
1858,ใต้,นราธิวาส,ชาย,403270,2566
1859,ใต้,นครศรีธรรมราช,หญิง,779917,2566
1860,ใต้,กระบี่,หญิง,241157,2566
1861,ใต้,พังงา,หญิง,132017,2566
1862,ใต้,ภูเก็ต,หญิง,217954,2566
1863,ใต้,สุราษฎร์ธานี,หญิง,542884,2566
1864,ใต้,ระนอง,หญิง,89450,2566
1865,ใต้,ชุมพร,หญิง,256174,2566
1866,ใต้,สงขลา,หญิง,730779,2566
1867,ใต้,สตูล,หญิง,163195,2566
1868,ใต้,ตรัง,หญิง,325448,2566
1869,ใต้,พัทลุง,หญิง,267444,2566
1870,ใต้,ปัตตานี,หญิง,370960,2566
1871,ใต้,ยะลา,หญิง,274763,2566
1872,ใต้,นราธิวาส,หญิง,412180,2566
